user_id,kind,id,data
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-12-20,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-12-20"", ""pair"": ""eth"", ""direction"": ""short"", ""leverage"": 5, ""avgPrice"": 4112.47, ""date"": ""2026-09-12"", ""riskReward"": 3, ""strategy"": ""bearish_divergence"", ""reason"": ""Trendline break and retest, funding supported the short."", ""pnl"": 75}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-13-21,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-13-21"", ""pair"": ""eth"", ""direction"": ""short"", ""leverage"": 50, ""avgPrice"": 4078.66, ""date"": ""2026-09-13"", ""riskReward"": 1, ""strategy"": ""sfp"", ""reason"": ""Bearish divergence on the 1h into supply, scaled half size."", ""pnl"": -90}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-14-22,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-14-22"", ""pair"": ""btc"", ""direction"": ""short"", ""leverage"": 10, ""avgPrice"": 94028.6, ""date"": ""2026-09-14"", ""riskReward"": 2, ""strategy"": ""sfp"", ""reason"": ""Range high deviation short, first target mid-range."", ""pnl"": 130}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-14-24,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-14-24"", ""pair"": ""eth"", ""direction"": ""long"", ""leverage"": 5, ""avgPrice"": 4049.72, ""date"": ""2026-09-14"", ""riskReward"": 1.5, ""strategy"": ""bearish_divergence"", ""reason"": ""Trend continuation after news flush, late entry chased."", ""pnl"": 0}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-15-23,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-15-23"", ""pair"": ""eth"", ""direction"": ""long"", ""leverage"": 3, ""avgPrice"": 4043.47, ""date"": ""2026-09-15"", ""riskReward"": 2, ""strategy"": ""sfp"", ""reason"": ""Sweep of equal lows with strong reclaim, trailed too tight."", ""pnl"": -115}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-15-25,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-15-25"", ""pair"": ""btc"", ""direction"": ""short"", ""leverage"": 15, ""avgPrice"": 92677.6, ""date"": ""2026-09-15"", ""riskReward"": 1, ""strategy"": ""bearish_divergence"", ""reason"": ""Bullish divergence plus reclaim of 4h trendline, full size."", ""pnl"": -75}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-16-27,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-16-27"", ""pair"": ""btc"", ""direction"": ""long"", ""leverage"": 5, ""avgPrice"": 92109.7, ""date"": ""2026-09-16"", ""riskReward"": 2, ""strategy"": ""trendline"", ""reason"": ""Breakout retest failed, stopped on the wick expansion."", ""pnl"": -65}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-17-26,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-17-26"", ""pair"": ""eth"", ""direction"": ""long"", ""leverage"": 3, ""avgPrice"": 4091.88, ""date"": ""2026-09-17"", ""riskReward"": 2.5, ""strategy"": ""sfp"", ""reason"": ""Range low sweep long, took profit early at mid-range."", ""pnl"": -110}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-17-28,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-17-28"", ""pair"": ""btc"", ""direction"": ""long"", ""leverage"": 5, ""avgPrice"": 91404.5, ""date"": ""2026-09-17"", ""riskReward"": 2, ""strategy"": ""bullish_divergence"", ""reason"": ""SFP into premium zone, overleveraged and stopped full."", ""pnl"": -105}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-17-29,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-17-29"", ""pair"": ""btc"", ""direction"": ""short"", ""leverage"": 15, ""avgPrice"": 92287.5, ""date"": ""2026-09-17"", ""riskReward"": 3, ""strategy"": ""bearish_divergence"", ""reason"": ""Sweep of prior day high with displacement, entered on the retest."", ""pnl"": -80}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-18-30,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-18-30"", ""pair"": ""eth"", ""direction"": ""long"", ""leverage"": 10, ""avgPrice"": 3999.37, ""date"": ""2026-09-18"", ""riskReward"": 1, ""strategy"": ""sfp"", ""reason"": ""Trendline touch with bullish engulfing on the 15m."", ""pnl"": -125}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-19-32,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-19-32"", ""pair"": ""eth"", ""direction"": ""long"", ""leverage"": 50, ""avgPrice"": 3896.98, ""date"": ""2026-09-19"", ""riskReward"": 2.5, ""strategy"": ""sfp"", ""reason"": ""Breakdown retest of the range low, momentum aligned."", ""pnl"": -135}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-20-31,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-20-31"", ""pair"": ""btc"", ""direction"": ""short"", ""leverage"": 3, ""avgPrice"": 89938.2, ""date"": ""2026-09-20"", ""riskReward"": 2, ""strategy"": ""trendline"", ""reason"": ""Bullish divergence on RSI into daily support, small size."", ""pnl"": -50}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-21-33,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-21-33"", ""pair"": ""btc"", ""direction"": ""long"", ""leverage"": 15, ""avgPrice"": 87937.6, ""date"": ""2026-09-21"", ""riskReward"": 2.5, ""strategy"": ""trendline"", ""reason"": ""SFP of Asia high during London killzone, tight invalidation."", ""pnl"": -95}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-21-34,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-21-34"", ""pair"": ""eth"", ""direction"": ""long"", ""leverage"": 20, ""avgPrice"": 3762.39, ""date"": ""2026-09-21"", ""riskReward"": 3, ""strategy"": ""bullish_divergence"", ""reason"": ""Trendline break and retest, funding supported the short."", ""pnl"": -110}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-21-35,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-21-35"", ""pair"": ""eth"", ""direction"": ""long"", ""leverage"": 25, ""avgPrice"": 3824.41, ""date"": ""2026-09-21"", ""riskReward"": 1.5, ""strategy"": ""bullish_divergence"", ""reason"": ""Bearish divergence on the 1h into supply, scaled half size."", ""pnl"": 105}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-22-36,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-22-36"", ""pair"": ""eth"", ""direction"": ""long"", ""leverage"": 25, ""avgPrice"": 3864.52, ""date"": ""2026-09-22"", ""riskReward"": 2, ""strategy"": ""bullish_divergence"", ""reason"": ""Range high deviation short, first target mid-range."", ""pnl"": 0}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-22-37,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-22-37"", ""pair"": ""btc"", ""direction"": ""long"", ""leverage"": 15, ""avgPrice"": 88443.4, ""date"": ""2026-09-22"", ""riskReward"": 2.5, ""strategy"": ""sfp"", ""reason"": ""Sweep of equal lows with strong reclaim, trailed too tight."", ""pnl"": -70}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-23-38,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-23-38"", ""pair"": ""btc"", ""direction"": ""long"", ""leverage"": 20, ""avgPrice"": 87169.4, ""date"": ""2026-09-23"", ""riskReward"": 2, ""strategy"": ""sfp"", ""reason"": ""Trend continuation after news flush, late entry chased."", ""pnl"": 85}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-23-39,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-23-39"", ""pair"": ""btc"", ""direction"": ""short"", ""leverage"": 10, ""avgPrice"": 85358.2, ""date"": ""2026-09-23"", ""riskReward"": 3.5, ""strategy"": ""bullish_divergence"", ""reason"": ""Bullish divergence plus reclaim of 4h trendline, full size."", ""pnl"": -88}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-25-40,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-25-40"", ""pair"": ""btc"", ""direction"": ""long"", ""leverage"": 25, ""avgPrice"": 86843.7, ""date"": ""2026-09-25"", ""riskReward"": 2, ""strategy"": ""sfp"", ""reason"": ""Range low sweep long, took profit early at mid-range."", ""pnl"": -102}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-25-41,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-25-41"", ""pair"": ""eth"", ""direction"": ""short"", ""leverage"": 3, ""avgPrice"": 3980.33, ""date"": ""2026-09-25"", ""riskReward"": 3, ""strategy"": ""trendline"", ""reason"": ""Breakout retest failed, stopped on the wick expansion."", ""pnl"": 125}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-25-42,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-25-42"", ""pair"": ""btc"", ""direction"": ""short"", ""leverage"": 20, ""avgPrice"": 85296.8, ""date"": ""2026-09-25"", ""riskReward"": 2, ""strategy"": ""trendline"", ""reason"": ""SFP into premium zone, overleveraged and stopped full."", ""pnl"": -62}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-26-44,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-26-44"", ""pair"": ""eth"", ""direction"": ""short"", ""leverage"": 50, ""avgPrice"": 3897.54, ""date"": ""2026-09-26"", ""riskReward"": 1, ""strategy"": ""bullish_divergence"", ""reason"": ""Trendline touch with bullish engulfing on the 15m."", ""pnl"": 70}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-27-43,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-27-43"", ""pair"": ""eth"", ""direction"": ""short"", ""leverage"": 20, ""avgPrice"": 3971.77, ""date"": ""2026-09-27"", ""riskReward"": 3.5, ""strategy"": ""sfp"", ""reason"": ""Sweep of prior day high with displacement, entered on the retest."", ""pnl"": 100}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-27-45,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-27-45"", ""pair"": ""btc"", ""direction"": ""short"", ""leverage"": 5, ""avgPrice"": 86403.0, ""date"": ""2026-09-27"", ""riskReward"": 2.5, ""strategy"": ""bearish_divergence"", ""reason"": ""Bullish divergence on RSI into daily support, small size."", ""pnl"": 115}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-29-46,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-29-46"", ""pair"": ""eth"", ""direction"": ""long"", ""leverage"": 3, ""avgPrice"": 3760.87, ""date"": ""2026-09-29"", ""riskReward"": 3, ""strategy"": ""trendline"", ""reason"": ""Breakdown retest of the range low, momentum aligned."", ""pnl"": 135}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-29-47,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-29-47"", ""pair"": ""btc"", ""direction"": ""long"", ""leverage"": 50, ""avgPrice"": 85649.1, ""date"": ""2026-09-29"", ""riskReward"": 2.5, ""strategy"": ""trendline"", ""reason"": ""SFP of Asia high during London killzone, tight invalidation."", ""pnl"": 80}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-29-48,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-29-48"", ""pair"": ""btc"", ""direction"": ""long"", ""leverage"": 3, ""avgPrice"": 84590.4, ""date"": ""2026-09-29"", ""riskReward"": 3.5, ""strategy"": ""sfp"", ""reason"": ""Trendline break and retest, funding supported the short."", ""pnl"": 60}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-29-49,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-29-49"", ""pair"": ""btc"", ""direction"": ""long"", ""leverage"": 25, ""avgPrice"": 83238.0, ""date"": ""2026-09-29"", ""riskReward"": 1, ""strategy"": ""bullish_divergence"", ""reason"": ""Bearish divergence on the 1h into supply, scaled half size."", ""pnl"": 130}"
PASTE_YOUR_USER_ID_HERE,trades,trade-2026-09-30-50,"{""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""id"": ""trade-2026-09-30-50"", ""pair"": ""eth"", ""direction"": ""short"", ""leverage"": 20, ""avgPrice"": 3833.21, ""date"": ""2026-09-30"", ""riskReward"": 1.5, ""strategy"": ""trendline"", ""reason"": ""Range high deviation short, first target mid-range."", ""pnl"": -108}"
PASTE_YOUR_USER_ID_HERE,trading_strategies,registry,"{""id"": ""registry"", ""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""items"": [{""id"": ""sfp"", ""name"": ""SFP""}, {""id"": ""trendline"", ""name"": ""Trendline""}, {""id"": ""bullish_divergence"", ""name"": ""Bullish Divergence""}, {""id"": ""bearish_divergence"", ""name"": ""Bearish Divergence""}]}"
PASTE_YOUR_USER_ID_HERE,trading_pairs,registry,"{""id"": ""registry"", ""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""items"": [{""id"": ""btc"", ""name"": ""BTC""}, {""id"": ""eth"", ""name"": ""ETH""}]}"
PASTE_YOUR_USER_ID_HERE,trading_balances,registry,"{""id"": ""registry"", ""userId"": ""PASTE_YOUR_USER_ID_HERE"", ""items"": [{""month"": ""2026-09"", ""openingBalance"": 4000}]}"
